作品类型,作品名,评论内容,主题列表,主题,情感代码,情感
电影,隔壁房间 The Room Next Door,【9】关于爱与死亡的一切。充满了智慧与生命的理解。你想要看的“安乐死”，“死人味电影”，“爱情 友情 亲情”，“环保主义”，“酷儿精神”以及过往的伤痛，全部在阿莫多瓦这106分钟的电影中以最精美的ins风，最具舒适审美的色彩搭配和最温柔重击的对话，诠释给你。对死亡的理解是“我战胜我自己，我才能战胜死亡”，对亲情的理解是“那对她不公平”，对创伤的理解是“尊重，然后选择结束”，对友情的理解是“谢谢你，我必定不会成为你的累赘”。对整个世界，这个电影的理解是“性爱是抵御死亡的唯一解药”。这无疑是2024年最好的议题电影，是一位世界级老者的生命感悟。那些过往人生，如满天的飘雪，最终落在你身。,"['性与性暴力', 'LGBTQ+']",性与性暴力;LGBTQ+,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,"200923 /

剧情和人物单薄如纸的劣质女权片，男人都是废物的人设就没人喊性别歧视了哈。Sherlock Holmes那个软弱温柔哦，Mycroft Holmes那个封建男权哦，反派那个脸谱化哦，女主那个聪慧机敏身手矫健哦——流水线影片的痕迹还能不能再重一点，把片名盖住我可猜不到这是在讲福尔摩斯
女主全程对着镜头剖白内心总让我有《Fleabag》既视感，台词强行有趣的样子像极了东施效颦。此类技巧雷同也不好盖章抄袭，但还是把我膈应得忍不住再扣它一星

帅哥们以后能不能少接点烂片，让我的时间更有意义一点，提前感恩戴德了","['性别平等与权利', '性别歧视与刻板印象', '女性觉醒与独立', '性与性暴力']",性别平等与权利;性别歧视与刻板印象;女性觉醒与独立;性与性暴力,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,本片简直就是Enola Holmes申请高中女权社团时自己拍的超长视频简历，充满着仿佛自己都不理解的空话废话。本来很期待《伦敦生活》导演+Daniel Pemberton配乐这个阵容，但《福尔摩斯小姐》全片对打破第四堵墙和剪贴画式蒙太奇的拙劣滥用让人简直想回头给《伦敦生活》和盖里奇作品打上十颗星，解谜敷衍剧情YA，浪费好人设还浪费好演员。不过，肌肉撑爆衬衫一个能打十个的夏洛克，和性别角色倒转、定情草地戏意外地像《小妇人》的这条小朋友感情线还是阻止了我打两星的手，我还真是吃这一套啊…,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,NN,贬责
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,两星半。前半段拍得还挺轻巧，解谜太过低幼，想插入女权话题又畏手畏脚，两个哥哥存在的必要性近乎于零。,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,两个小时，剧情温吞如水，对话颇多，公路成长类型，放在大时代背景和女性主义的线索里，变得冗余又琐碎，下午这个时间点看真是让人昏昏欲睡，完全低于对这部电影的期待，各路明星打酱油，大超戏份少的可怜，两位哥哥的存在感几乎为零，只有小11是绝对的主角视角，形式大于内容的贫乏之作，四平八稳的剧本，推理孱弱，单薄幼稚，完全对不起这个卡司。★★,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,NN,贬责
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,pure女权片，音乐和风光不错，麦哥和夏洛克都很ooc，这我就有点不能接受，也没有什么推理和悬疑，故事东一榔头西一棒槌，打破第四面墙也只是让人出戏，并没有什么好处。而且我真诚求问，E的妈是麦哥和夏洛克的妈吗？称呼上是our mother，但总觉得这俩人对妈有点瞧不上，好多年不回家也有什么隐情,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,好无聊，女权的宣示生硬刻板，推理更是弱到家，以及成功让“打破四面墙”的手法上升到令人厌恶的程度,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,NN,贬责
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,通篇的谜题都是“母亲哪儿去了”，然而我关心的始终是“华生哪儿去了”。福华相遇相识于1881年，按照电影中的背景年代俩人早该“成双入对”一阵子了，以及麦哥啥时候变得如此俗气的专横。果然原著向同人小说改编是很难保持立场的，只顾跟着片中强行加入的夸张且不合时宜的女权口号随风摇摆。,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,NN,贬责
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,无聊……推理手段真的很不行……伪女权确实也挺尴尬的……,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,NE,烦闷
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,没想到还有大银幕放映的机会，仰望大超太值了，即使发际线一山还有一山高。出彩的配角阵容过于喜爱，图瓦老太太是最大惊喜。虽然是小打小闹的故事，反派智商越来越放水，几乎要拖垮主角智谋水平，但是胜在青春盎然生机勃勃。福尔摩斯三兄妹，从上到下活脱脱进步思潮的嬗变。人生在世就是一场场反抗啊，不然被这糟糕的世界同化了，该怎么对不住自己。,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,又是靠着福尔摩斯的噱头来凸显女权的觉醒，整个剧情都乏善可陈还拖沓，奈飞还不如老老实实拍个爆米花呢~,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,PA,喜好
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,如果可以专心在悬疑上，再配合这种俏皮的风格，电影必定会非常的有趣。但它和《花木兰》一样，依旧免不了附和当下的社会环境，一个劲的强调女性觉醒，但是电影本身就自带这一属性，这一画蛇添足的做法，最后反而让电影显得冗长笨拙。小11塑造的Enola很可爱，倒是令人印象深刻，但缺陷在于，一个天不怕地不怕的女生被自己兄长在马车上凶了一下，就哭了起来，这和她的勇敢有点太不协调了，如果忍住眼泪带着倔强和不屑，似乎更着调。最后不得不感叹一句：亨利·卡维尔真特么的帅爆了！,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,编剧Nancy Springer是原著小说的作者。电影改编自她的幻想小说系列《艾诺拉·福尔摩斯探案集》，角色定位有点类似于“苏小妹”。很多观众说这部片子拍得不好，但他们的评判标准是“福尔摩斯中心”，实际上它是一个独立的探案系列——一位女侦探，在纯男权社会如何走自己的路。原著面向的读者，也是年轻的女孩子们。电影主题是严肃的——女性的命运应该掌握在女性自己手中，无论身处何时何地，都要为这个目标而努力！PS：影评区是浓厚的“厌女”氛围。,"['性别平等与权利', '性别歧视与刻板印象', '性与性暴力']",性别平等与权利;性别歧视与刻板印象;性与性暴力,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,都叫福尔摩斯小姐了，这就不是那种传统的福尔摩斯探案片，而是节奏明快的青少年冒险片，借着悬疑的外壳讲述一个妙龄女孩如何抵抗来自迂腐世界的驯服，如果你还是把这个解读成“女权”，那我只能说你实在是思维太狭隘了，不管是男生还是女生都应该有选择自己人生的权利，你要是讲述一个小男孩如何为自己争取人生权利的故事 那我是不是也能称之为男权故事？别扯了！,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,"Yeah yeah yeah ，没有华生这个和剧情其实毫无关系的男性角色来满足你们真是抱歉了吼？里面充满了女权主义真是对不起你们哦？有没有一种可能，“小姐”俩字已经写在标题里了，是你们看电影之前没带脑子呢？","['性别平等与权利', '性别歧视与刻板印象', '女性觉醒与独立', '性与性暴力']",性别平等与权利;性别歧视与刻板印象;女性觉醒与独立;性与性暴力,NH,疚
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,好家伙评论区这一通批评得就跟这片子多给女权或福尔摩斯家族丢脸了似的，我觉得挺轻松可爱，演员全选到我心坎里了，妈不酷么，俩哥哥不帅么，妹妹最后背着小挎包骑上车没摔的样子不自信放光芒么，人物性格跟预期不一致是什么大事么原著又不是柯南道尔写的（小妹最后那条裙子真好看）,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,一个可爱的女权主义宣导片 小伯爵实在是养眼 特别花瓶 特别可爱 颜值爆棚 恰恰是这点特别女权哈哈哈哈哈 我喜欢,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,中规中矩一青少年女性冒险电影，正好结合妇女参政论史实，不也挺好的吗，我看换个性别的白男找爹地冒险你们绝对吃得可欢🤗必须得拉高一下评分 厌女症就别在跳出来说什么刻板印象男人矮化男人，只会显得你们很可笑；现实中的男人不都这样（btw这可是男人们自己最喜欢说的话喔lol）？现在都是如此那个时候的男的还能跳出时代局限性不爹不sexism？搞笑呢 还有人家就是Enola Holmes，哪儿来的“小姐”？？？什么垃圾翻译！坐等第二部Enola和麻麻一起上街搞女权了！,"['性别平等与权利', '性别歧视与刻板印象', '女性觉醒与独立', '性与性暴力']",性别平等与权利;性别歧视与刻板印象;女性觉醒与独立;性与性暴力,PG,相信
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,只要是和女权、女性意识觉醒相关的电影现在都要被打上迎合政治正确、“标签化”“口号化”的标签了是吗？Screw you! “You have to make some noise if you want to be heard.” 妈妈最后说的话真的戳中我：我不是因为不爱你才离开，而是为你离开，因为我无法忍受你未来活在一个这样的世界里。,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,NN,贬责
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,美国人老拍这种强行拍大女主却不是真正女性成长故事的假大女主剧。正面例子：加拿大Netflix合拍电视剧Anne（绿蔷薇的安妮，取景爱德华王子岛，景色一流超美），还有那不勒斯四部曲。,"['性与性暴力', '女性情谊与叙事']",性与性暴力;女性情谊与叙事,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,作为伊诺拉的出道案件，由寻母出发，进行对这个厌女社会的初次探索与反抗。,"['性别平等与权利', '性别歧视与刻板印象', '女性觉醒与独立']",性别平等与权利;性别歧视与刻板印象;女性觉醒与独立,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,制作上很不错，服装也好看，不断打破第四堵墙，让故事叙述得更加有趣，整体上还是青少年冒险片，也加上了女性意识觉醒。在《神夏4》之后，对福尔摩斯妹妹有了更高的期待，她可应该是福尔摩斯家族里最聪明和最强的～,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,楼下的一堆说什么死侍叙事法我先吐为敬了。第四面墙并不为某部电影垄断，一定要追溯这里fouth wall的源头也应该是fleabag，起码稍微看看导演简介再表演。这部电影有明确的观众对象：现代女性，特别是应该为自己的独特选择appreciate 自己的女性。小11的女主角作为一个与故事背景时代对女性要求格格不入的女主角，能与她连接的对象在屏外。她妈妈是老一辈女权，要make some noise，她不是。所以这是轻快的个人话语叙事的喜剧而不是推动时代变革的woman need votes。没有苦大仇深，希望你看完有个好心情和轻松的思路面对。有些看客假掰什么工整，你懂个屁工整。非常好，我喜欢这样对女性运动的前后认识与继承方式，对男性自觉的澄清，还有整个基调上的轻巧与乐观。很风度很体贴很通透爱导演,"['性别平等与权利', '女性觉醒与独立', '女性情谊与叙事', '性与性暴力']",性别平等与权利;女性觉醒与独立;女性情谊与叙事;性与性暴力,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,我觉得很不错，人能不能选择自己的未来不一定，但是一定是有选择权利的。如果当破案看确实不行，但是适合小朋友看，不是所有人生下来都具有女权平权思维的，谁不是一点一点堆积？,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,PH,赞扬
电影,福尔摩斯小姐：失踪的侯爵 Enola Holmes,完全是靠着女主可爱的表演才能撑过这无聊的120分钟。一部不要脸地猛蹭福尔摩斯IP的电影，里面的每一个同名人物你都无法认同就是你认识的那个人，大打女权主义牌，然而剧情苍白得能和真人版木兰媲美。这些左胶编剧大概觉得只要把口号喊得再响亮一点，人物再脸谱化一点，观众就会无脑为他们的“普世价值”买账了吧。,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,PH,赞扬
电影,从今以后 從今以後,本片和泰国那部“荆棘天堂”可以对照观看，都是关于同志争产。杨曜恺去戏剧化的处理我还是更认可的。其实东亚同志境遇大抵如此——男同出柜往往意味着和家人决裂，女同出了反而等于没出，因为会被固执的认定为姊妹或老友，等一方去世后就把爱贬得一无是处。PS香港还是在进步的，本周终审法院通过历史性判决裁定同性伴侣拥有遗产继承权，笔芯~,"['性与性暴力', 'LGBTQ+']",性与性暴力;LGBTQ+,NN,贬责
电影,从今以后 從今以後,故事其实很简单，就是争夺遗产；导演映后谈和热评里都有人提到了“异性恋情侣如果没有结婚没有立遗嘱也会遇到同样的问题”，但是就像今天导演讲的一样，电影想强调的是一种“无权”的困境，异性恋情侣不结婚是ta们的选择，但是同性恋情侣不结婚就不是选择了，这种“无权”的困境是ta们不可避免的。电影确实也有够平铺直叙，但是也足够真实，现实就是这样的怎么办呢。“就算是亲母子为了钱也会撕破脸”。（导演：我们采访到的一些处理的比较不错的正面例子基本上都是和家人没有什么利益纠葛）故事很简单但是问题很严肃。最后Angie和les朋友们一起去海上撒花瓣那里着实掉了好几滴眼泪，这种community的感觉真的太好了。,"['性与性暴力', '婚育与母职', 'LGBTQ+']",性与性暴力;婚育与母职;LGBTQ+,PH,赞扬
电影,从今以后 從今以後,HKIFF开幕。比叔叔好看，其实对拉拉情侣的描写寥寥数笔，给人的感觉却很丰满有温度。最后的亲吻也表达了她们之间的关系不是去性化的。没有拍法庭更尖锐的控诉，而是聚焦在了女主和伴侣家人之间的关系变化，表面亲密的关系因为遗产天翻地覆。如果她们是异性恋情侣，即使没有正式离婚和过户，按照香港的法律，长期同居也可以构成事实婚姻。除了同性恋的经济权益问题，其实也侧写了香港的住房问题，住不起房真的好惨。演员都不错，女主演有点像鲍起静，以及最近在哪里都看到梁仲恒。但不知道是文化中心屏幕太暗还是电影本身很暗，看得有点费劲。映后Q&A有个自恋老白男疯狂输出，主持人问了好几次你的问题是什么，他最后说：我的问题是你们知不知道你们拍得有多好🙄,"['性与性暴力', '性别歧视与刻板印象', '婚育与母职', 'LGBTQ+']",性与性暴力;性别歧视与刻板印象;婚育与母职;LGBTQ+,PH,赞扬
电影,从今以后 從今以後,建议列入“同性恋婚姻非合法地区的LGBTQIA+必看片单”和“所有性少数群体50+必须看的普法片”。对抗这个世界不仅需要爱，还需要保护自己的武器。,"['性与性暴力', '婚育与母职', 'LGBTQ+']",性与性暴力;婚育与母职;LGBTQ+,PG,相信
电影,从今以后 從今以後,当女同吧，一起买菜，一起开厂，一起年过半百还爬山、亲亲，和其她女同一起喝鸡尾酒。jb法律和乌糟的血缘利益博弈属于那些被父权制和异性婚姻困住的人，女同随时可以说走就走，精神状态世界领先🌹另，导演对新一代直男的讽刺拉满：笑容是虚伪的，算计是真实的，功德是没有的。与此相比，女性明目张胆地表达妒忌并不令人生厌。另另，遗嘱还是要早点立……,"['性与性暴力', '婚育与母职', '父权与男性凝视']",性与性暴力;婚育与母职;父权与男性凝视,NN,贬责
电影,从今以后 從今以後,从题材到拍法都如此陈旧的酷儿电影在2024年居然还能拿泰迪熊这种奖实在是令人匪夷所思,['LGBTQ+'],LGBTQ+,PH,赞扬
电影,从今以后 從今以後,《叔·叔》Side B：如果两个人能在一起几十年，到了伴侣去世后，留下来的人要面对什么。当然这个故事本身就是只会发生在拉拉（东亚限定）那里的，毕竟女人不结婚也就不结婚了吧，男人不结婚不生儿子「继后香灯」那可是天大的事，全家都不能放着不管。从日常生活切入到家庭伦理再带出法律/同运议题，同时情感上的着力也照顾得到，比起《叔·叔》更娴熟了。映后特意问了下杨曜恺，《从今以后》的构思是在拍完《叔·叔》以后才有的，田野也是后来重新做的。让一个在德国待了半年的人在电影院看别人吃肠粉，是不是太残忍了一点？Berlinale 74,"['婚育与母职', 'LGBTQ+']",婚育与母职;LGBTQ+,PF,思
电影,从今以后 從今以後,当伴侣去世之后，没有法律认可的关系又如何延续到遗产上分割上？最trigger我的还是粤语区共享的文化背景，甚至连家庭组成都那么熟悉：窝囊平庸的大哥，出头更冒险的妹妹，狭小的公屋，养不太起小孩但又偏偏最认可传统观念一定要结婚生子，现实到无法再看第二次。个人认为停留在草稿遗嘱那里就可以了，后面揭示公寓到底属于谁有点现实得太刺痛我……,['婚育与母职'],婚育与母职,NN,贬责
电影,从今以后 從今以後,6/10 没有《叔叔》那么“惊艳”也许只是因为导演对拉拉田野调查还不够（？）或者是对“拉拉叙事”整体的本质化理解吧… （比如对同性关系莫名其妙的浪漫化文本描述）有人说TP性别刻板但东亚这样的模式也许本来就“根深蒂固”了？但主题和内核还挺喜欢的 毕竟涉及到拉拉就是权益和权力 可能这就是flinta is political的内在因素吧 尽管再日常 尽管再平淡 这就是我们的everyday politics practice…,"['性与性暴力', '性别歧视与刻板印象', 'LGBTQ+']",性与性暴力;性别歧视与刻板印象;LGBTQ+,NN,贬责
电影,从今以后 從今以後,3.5 唱點反調，整個觀影體驗是不斷下降的，主要是開頭講這對老年女同做、吃早餐，行街市，中秋節飯桌戲調度很厲害，配合流動的鏡頭機位，述說細水流長的生活點滴。即使Pat逝世後，亦以相當克制的情緒，削減戲劇性來表現辦喪事過程遺孀與親戚之間的意見不合。可知導演是帶著問題意識去拍——同性伴侶在香港面臨的艱鉅法律挑戰（沒立遺囑）；對於華人傳統「一家人」觀念提出的質疑。但是進入到「爭產」部分，議題明顯越過了對生活流敘事的堅持，為了凸顯區嘉雯角色無力維權的困境，伴侶家庭成員的形象塑造只能愈趨平面，兄妹之間不平等的政經關係則加深了其中的刻板。換個角度思考，若不突出階級差距，影片也很難在短期間內有效建立起香港同性伴侶的生存困境。楊曜愷下半世就算咩都唔做，專拍吃飯、行街市戲都夠做，香港電影界應該沒人比他更勁。,"['性别平等与权利', '性与性暴力']",性别平等与权利;性与性暴力,NJ,愤怒
电影,从今以后 從今以後,同志伴侣的身后事。不能结婚，又没遗嘱，房产证还没写伴侣名字，然后一堆穷亲戚要过来抢遗产……想想都要晕倒。前面一直铺排这一大家子亲戚有多穷，过于散漫平淡导致入戏有点慢，不过好在没有把亲戚们塑造得太坏太脸谱化，而是普通小市民可以理解的平庸之恶。后面有几场戏还不错，尤其女主和两个后辈的对手戏，回忆过去如何融入这个家庭，怒怼侄女的无理要求，还有在律师出示遗嘱草稿时那滴眼泪，以及两个老太太的吻戏。看完发现，就在上个月，香港已经修法承认同性伴侣的住房福利和遗产继承权了^O^。,"['性与性暴力', '婚育与母职']",性与性暴力;婚育与母职,PB,喜爱
电影,从今以后 從今以後,2024多伦多木兰电影节。短小的故事，因为情节简单反而可以聚焦于很多值得讨论的细节。同志法律保护、家的概念（被对方家庭承认的同志伴侣，在没有法律保护的系统下，伴侣亡故后，马上成为了外人）、高企的房价、传统的父权家庭性别角色、无爱的婚姻。有一个细节我很喜欢，女主因为伴侣家人想把楼撬走，而对逝去的伴侣都有一些迁怒的情绪，她望向伴侣遗像的刹那，我仿佛听到她问：“你的家人怎么这样？你为什么当时拖延着不把遗嘱办好啊？”那种人类真实的纠结、挣扎、无助、而又自觉不堪，被导演无比细腻地捕捉到了。,"['性与性暴力', '婚育与母职', '父权与男性凝视']",性与性暴力;婚育与母职;父权与男性凝视,PH,赞扬
电影,从今以后 從今以後,"拍得很好，很会讲故事。在所有的日常细节里，阶级问题，性别问题，法律问题，内部家庭问题，外部结构性问题都囊括进去了。男的组队就是强，吃干抹尽，就连去世的主角也暗含着一丝重男轻女的动作。
虽然我大概知道是什么样的故事，但依然看得我十分焦虑，焦虑到我离场就想去立遗嘱的程度。","['性与性暴力', '家务与家庭分工']",性与性暴力;家务与家庭分工,NE,烦闷
电影,从今以后 從今以後,"前作《叔·叔》通过一段关系的从无到有，讲老年同志的道德难题，“向亲友出柜&与同性建立LTR”；本片则通过一段关系的从有到无，讲老年同志的法律困境，“同性伴侣的遗产继承权”。
最好看的地方是哥嫂一家四口逐一与“阿姨”私下交谈，人人有难处人人有心病，虽然都不是纯粹的恶人，但为了争夺房产，还是齐心协力将相处了四十年且有恩于己的“阿姨”赶出了家门。整个过程不动声色也（几乎）没有恶语相向，就完成了一次弱势人群对更弱势人群的集体戕害。
印象较深的是一处设计是，《叔·叔》和《从今以后》都拍了一场同性伴侣一起在家中炒菜和吃饭的戏（是真的炒菜不是那种炒菜）。每到这种时候我就又要想起梁朝伟在《天下无双》里的那句名台词，“原来一个人吃饭，真的没有两个人开心”。","['性与性暴力', 'LGBTQ+']",性与性暴力;LGBTQ+,PH,赞扬
电影,花落花开 Séraphine,手上布满老茧、跛脚、胸下垂、赊账也要文艺起来! 饮烈酒，踏草地，唱着歌泡澡，结婚，画画到睡着，和收集美丽的书法,['婚育与母职'],婚育与母职,PA,喜好
电影,香奈儿 Coco Chanel,Coco说 I'll marry u when I don't depend on you. 当她真正独立时 鲍伊说 Now you don't need me. 她说 I need you forever. 现代女性 与其盼望男伴送你Chanel 不如自己成为Chanel,"['性别平等与权利', '性与性暴力']",性别平等与权利;性与性暴力,PG,相信
电影,香奈儿 Coco Chanel,独立而骄傲的女性不缺乏真正的爱情~舒缓柔美的音乐和插叙的叙事手法鲜明而独特的勾勒出COCO卓越的人生~·这个最害怕所爱之人离去的女孩~不管面临怎样的挑衅贬低挫折痛苦~·都始终坚持着自己的理念和个性~从未自哀自怜荒废自己的才能~不需要婚姻也同样完整而饱满的美丽人生~,"['性别平等与权利', '婚育与母职', '性与性暴力']",性别平等与权利;婚育与母职;性与性暴力,PH,赞扬
电影,何以为家 كفرناحوم,2022/61 女性作为生育的主体一定要清醒。黑人姐姐拉希尔本来在雇主家工作尚能讨口饭吃只为了该死的“恋爱”逃了出来，生下了约纳斯，那该死的“父亲”不闻不问；在贫苦家庭女性小孩只能成为性的牺牲品，赞恩的妹妹才11岁怀孕死在医院里；赞恩的母亲更是离谱，生了一堆娃家里充满咒骂争吵，孩子的基本生活都得不到保障，最后居然还又怀孕了。,"['职场歧视与发展', '性与性暴力', '婚育与母职', '家务与家庭分工']",职场歧视与发展;性与性暴力;婚育与母职;家务与家庭分工,NN,贬责
电影,青春变形记 Turning Red,变红一语双关，既指变身红色小熊猫，也指女孩情窦初开青春初潮，变红是对自我的探索，也是对压抑的反抗，这一主题无疑是对千百年古老东方神话的延续，从织女到小倩再到美美，叛逆女孩与完美老妈终有一战。或许也正是这一战，让女孩成为女人，让她懂得你也是曾经的我，我将长成未来的你，一如她牵着妈妈的手从少年走向成人。女同胞们，记住在成为女儿、妻子、母亲之前，你是女人，骄傲地做自己吧，因为你的熊猫（身体），你的选择。,"['性别平等与权利', '女性觉醒与独立']",性别平等与权利;女性觉醒与独立,PA,喜好
电影,青春变形记 Turning Red,Turning Red用红熊猫来隐喻女孩的初潮真的好棒啊，尤其是作为一部动画片，用这种方式轻快地讲述这种题材，皮克斯真的好有心！妈妈辈对其（性）压抑，但美美选择与其和解，选择坦然接受自己的身体，成为一个女人并不是一件需要可耻的事情。不过其实就算不完全是隐喻也无所谓啦，包括初恋、追星等一系列事情也涵盖了这一叫“青春的烦恼”的灾难。作为一部北美华裔题材，本本土中国人其实都很能理解其中那种中国式完美家庭教育的辛酸，相信北美的华裔一定会非常感同身受吧,['性与性暴力'],性与性暴力,PH,赞扬
电影,青春变形记 Turning Red,93/100。让观众清晰地看到了两种主体矛盾：一是女主人公自身青春期的叛逆与从小到大被灌输着的那种追求完美主义的思想，每一次的变形都像是一次对于初心的狠狠撕裂，可却又不能彻底将之抛之不顾；另一是东方文化中的一切安好与西方文化中该闯就闯的碰撞，从母亲为了自己的爱情背弃外祖母再到女儿为了自己小小的追星梦给母亲撒下一个个不在预设范围内的谎，一代代传下的冲突却更多的是不同思想面对面后的必然结果。而最后电影也很成功地将矛盾在女主人公身上抚平：她既选择做那个家中可以到处宣扬的乖乖女，也要偶尔为了自己疯狂一把，得到了所有人的理解。但你看不到的却是，这看似简单的选择却是所有像母亲这样女性经历了无数次挣扎后才能得到的稳衡，把所有的掌声献给为了平衡这一切而默默付出的女人们，在她们的肩头上，世界终以豁然开朗。,"['性与性暴力', '女性情谊与叙事']",性与性暴力;女性情谊与叙事,PH,赞扬
电影,青春变形记 Turning Red,厌女和信奉孝道的社会里典型的、拧巴的母女关系。女孩子长大成人的过程，便是杀死体内那只红熊猫的过程。青春期萌芽的自我、作为一个真实的人奔腾不息的自然天性——这只红熊猫，被视作“红水・猛兽”，在“好女孩”“乖女儿”“女人味”的规训下，沿着祖母→母亲→女儿的代际链条，被一次次压抑、扼杀、窒息。真希望每个妈妈都能带女儿去看这部电影，不，每个女儿都能带妈妈去看这部电影。,"['性与性暴力', '性别歧视与刻板印象']",性与性暴力;性别歧视与刻板印象,PG,相信
电影,青春变形记 Turning Red,没有中国人班底绝对做不出来这个片儿 学习好 考第一 包饺子 晒腊肠 爱红色 讨厌4 孝顺第一家庭第一每天帮妈妈做家务跟妈妈谈论电视剧 以及每个中国孩子都懂的 helicopter mum 考研时读陈力丹的书里边写“每个中国人的成长过程中都有父母的过度参与 等到他们长大以后又会来过度参与儿女的成长” 还就是这么回事 所以我们都需要先逃离原生家庭 才能找到回家的路,['家务与家庭分工'],家务与家庭分工,PH,赞扬
电影,青春变形记 Turning Red,如果13岁的我能看到这部电影，也许会暴风哭泣吧？成长的不安和压抑、庞大到让人无处可逃的原生家庭、必须奉命扼杀的爱的萌芽、剥离母体的疼痛、在身体的变化面前手足无措、为了满足所有人不惜牺牲最闪亮的自己……那个渺小卑怯的我、那片一旦逃离就不愿回望的黑暗世界、那段被封印在身体里的蜕变之旅，将在日后时时点醒我：红色小熊猫没什么可怕的，关键是，你终于接纳了你自己。,['家务与家庭分工'],家务与家庭分工,NI,慌
电影,青春变形记 Turning Red,精彩又感动。对于东方孝道对人性的压迫和控制到底是全盘接受还是勇敢反抗？看最后老一辈都放弃了与红熊猫共存，就好像是她们始终选择了放弃相当一部分的自我，向传统对人性的桎梏妥协，只有小美选择做自己，爱自己，尊重自己。当母亲明说自己都没有去看过一场演唱会的时候，因为没有被爱过，所以也不觉得自己值得爱，以至于放弃了一些追求，只为做父母眼中的乖乖仔。而剧中小美所在家庭却是一种女强男弱的氛围，这抑或也是一种心理和精神上的代偿吧。而在竹林里变回幼年的母亲明也让人心疼，她反抗母亲的控制却还要感到抱歉，一生的委屈扭曲了她的心态，即便她是成年人，却仍旧带着童年的创伤活着，或许整部电影都无法抚平母亲明心理的创伤。每个孩子都是全新的，但传统的孝道和随着孝道而来的控制欲却代代相传。,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,PH,赞扬
