主体,关系,客体
comment_3007,涉及主题,性别平等与权利
comment_3008,表达情感,贬责
comment_3008,评论对象,我们俩(电影)
comment_3008,涉及主题,性别平等与权利
comment_3008,涉及主题,女性觉醒与独立
comment_3008,涉及主题,性与性暴力
comment_3009,表达情感,贬责
comment_3009,评论对象,相爱相亲(电影)
comment_3009,涉及主题,性别平等与权利
comment_3009,涉及主题,婚育与母职
comment_3010,表达情感,赞扬
comment_3010,评论对象,相爱相亲(电影)
comment_3010,涉及主题,婚育与母职
comment_3011,表达情感,赞扬
comment_3011,评论对象,相爱相亲(电影)
comment_3011,涉及主题,婚育与母职
comment_3012,表达情感,赞扬
comment_3012,评论对象,相爱相亲(电影)
comment_3012,涉及主题,性与性暴力
comment_3012,涉及主题,女性情谊与叙事
comment_3013,表达情感,恐惧
comment_3013,评论对象,相爱相亲(电影)
comment_3013,涉及主题,婚育与母职
comment_3014,表达情感,贬责
comment_3014,评论对象,将来的事 L'avenir(电影)
comment_3014,涉及主题,婚育与母职
comment_3015,表达情感,赞扬
comment_3015,评论对象,将来的事 L'avenir(电影)
comment_3015,涉及主题,性别平等与权利
comment_3015,涉及主题,婚育与母职
comment_3015,涉及主题,性与性暴力
comment_3016,表达情感,赞扬
comment_3016,评论对象,将来的事 L'avenir(电影)
comment_3016,涉及主题,婚育与母职
comment_3017,表达情感,愤怒
comment_3017,评论对象,将来的事 L'avenir(电影)
comment_3017,涉及主题,性别平等与权利
comment_3017,涉及主题,女性觉醒与独立
comment_3018,表达情感,贬责
comment_3018,评论对象,将来的事 L'avenir(电影)
comment_3018,涉及主题,性别平等与权利
comment_3018,涉及主题,女性觉醒与独立
comment_3018,涉及主题,性与性暴力
comment_3019,表达情感,烦闷
comment_3019,评论对象,将来的事 L'avenir(电影)
comment_3019,涉及主题,性别平等与权利
comment_3019,涉及主题,婚育与母职
comment_3019,涉及主题,性与性暴力
comment_3020,表达情感,赞扬
comment_3020,评论对象,珍爱 Precious(电影)
comment_3020,涉及主题,性别平等与权利
comment_3021,表达情感,恐惧
comment_3021,评论对象,代孕者 House of Surrogates(电影)
comment_3021,涉及主题,婚育与母职
comment_3022,表达情感,赞扬
comment_3022,评论对象,代孕者 House of Surrogates(电影)
comment_3022,涉及主题,婚育与母职
comment_3022,涉及主题,身体自主与容貌
comment_3023,表达情感,赞扬
comment_3023,评论对象,代孕者 House of Surrogates(电影)
comment_3023,涉及主题,性别平等与权利
comment_3023,涉及主题,女性觉醒与独立
comment_3024,表达情感,喜好
comment_3024,评论对象,代孕者 House of Surrogates(电影)
comment_3024,涉及主题,性与性暴力
comment_3024,涉及主题,婚育与母职
comment_3025,表达情感,赞扬
comment_3025,评论对象,代孕者 House of Surrogates(电影)
comment_3025,涉及主题,性与性暴力
comment_3025,涉及主题,婚育与母职
comment_3025,涉及主题,父权与男性凝视
comment_3026,表达情感,喜爱
comment_3026,评论对象,代孕者 House of Surrogates(电影)
comment_3026,涉及主题,婚育与母职
comment_3027,表达情感,烦闷
comment_3027,评论对象,代孕者 House of Surrogates(电影)
comment_3027,涉及主题,性与性暴力
comment_3027,涉及主题,性别歧视与刻板印象
comment_3027,涉及主题,婚育与母职
comment_3027,涉及主题,身体自主与容貌
comment_3028,表达情感,贬责
comment_3028,评论对象,代孕者 House of Surrogates(电影)
comment_3028,涉及主题,性与性暴力
comment_3028,涉及主题,婚育与母职
comment_3029,表达情感,尊敬
comment_3029,评论对象,代孕者 House of Surrogates(电影)
comment_3029,涉及主题,性别平等与权利
comment_3029,涉及主题,婚育与母职
comment_3029,涉及主题,女性觉醒与独立
comment_3029,涉及主题,性与性暴力
comment_3030,表达情感,喜好
comment_3030,评论对象,代孕者 House of Surrogates(电影)
comment_3030,涉及主题,性与性暴力
comment_3030,涉及主题,婚育与母职
comment_3031,表达情感,烦闷
comment_3031,评论对象,代孕者 House of Surrogates(电影)
comment_3031,涉及主题,性别平等与权利
comment_3031,涉及主题,女性觉醒与独立
comment_3032,表达情感,悲伤
comment_3032,评论对象,代孕者 House of Surrogates(电影)
comment_3032,涉及主题,婚育与母职
comment_3033,表达情感,烦闷
comment_3033,评论对象,代孕者 House of Surrogates(电影)
comment_3033,涉及主题,性别平等与权利
comment_3033,涉及主题,婚育与母职
comment_3033,涉及主题,女性觉醒与独立
comment_3033,涉及主题,性与性暴力
comment_3034,表达情感,赞扬
comment_3034,评论对象,代孕者 House of Surrogates(电影)
comment_3034,涉及主题,性别平等与权利
comment_3034,涉及主题,女性觉醒与独立
comment_3034,涉及主题,性与性暴力
comment_3035,表达情感,赞扬
comment_3035,评论对象,代孕者 House of Surrogates(电影)
comment_3035,涉及主题,婚育与母职
comment_3036,表达情感,赞扬
comment_3036,评论对象,代孕者 House of Surrogates(电影)
comment_3036,涉及主题,婚育与母职
comment_3037,表达情感,赞扬
comment_3037,评论对象,代孕者 House of Surrogates(电影)
comment_3037,涉及主题,性别平等与权利
comment_3037,涉及主题,婚育与母职
comment_3037,涉及主题,女性觉醒与独立
comment_3037,涉及主题,性与性暴力
comment_3038,表达情感,赞扬
comment_3038,评论对象,代孕者 House of Surrogates(电影)
comment_3038,涉及主题,婚育与母职
comment_3039,表达情感,贬责
comment_3039,评论对象,代孕者 House of Surrogates(电影)
comment_3039,涉及主题,性别平等与权利
comment_3039,涉及主题,婚育与母职
comment_3039,涉及主题,女性觉醒与独立
comment_3040,表达情感,安心
comment_3040,评论对象,代孕者 House of Surrogates(电影)
comment_3040,涉及主题,婚育与母职
comment_3041,表达情感,赞扬
comment_3041,评论对象,代孕者 House of Surrogates(电影)
comment_3041,涉及主题,性与性暴力
comment_3041,涉及主题,婚育与母职
comment_3042,表达情感,赞扬
comment_3042,评论对象,代孕者 House of Surrogates(电影)
comment_3042,涉及主题,性与性暴力
comment_3042,涉及主题,婚育与母职
comment_3043,表达情感,赞扬
comment_3043,评论对象,代孕者 House of Surrogates(电影)
comment_3043,涉及主题,性别平等与权利
comment_3043,涉及主题,婚育与母职
comment_3043,涉及主题,性与性暴力
comment_3044,表达情感,赞扬
comment_3044,评论对象,代孕者 House of Surrogates(电影)
comment_3044,涉及主题,婚育与母职
comment_3045,表达情感,赞扬
comment_3045,评论对象,代孕者 House of Surrogates(电影)
comment_3045,涉及主题,性与性暴力
comment_3045,涉及主题,婚育与母职
comment_3046,表达情感,赞扬
comment_3046,评论对象,代孕者 House of Surrogates(电影)
comment_3046,涉及主题,性别平等与权利
comment_3046,涉及主题,性别歧视与刻板印象
comment_3046,涉及主题,婚育与母职
comment_3046,涉及主题,性与性暴力
comment_3047,表达情感,赞扬
comment_3047,评论对象,代孕者 House of Surrogates(电影)
comment_3047,涉及主题,婚育与母职
comment_3047,涉及主题,性别暴力与家暴
comment_3048,表达情感,贬责
comment_3048,评论对象,代孕者 House of Surrogates(电影)
comment_3048,涉及主题,性别平等与权利
comment_3048,涉及主题,婚育与母职
comment_3048,涉及主题,女性觉醒与独立
comment_3048,涉及主题,性与性暴力
comment_3049,表达情感,赞扬
comment_3049,评论对象,代孕者 House of Surrogates(电影)
comment_3049,涉及主题,性别平等与权利
comment_3049,涉及主题,婚育与母职
comment_3049,涉及主题,女性觉醒与独立
comment_3049,涉及主题,性与性暴力
comment_3050,表达情感,赞扬
comment_3050,评论对象,代孕者 House of Surrogates(电影)
comment_3050,涉及主题,性与性暴力
comment_3050,涉及主题,婚育与母职
comment_3050,涉及主题,身体自主与容貌
comment_3051,表达情感,烦闷
comment_3051,评论对象,代孕者 House of Surrogates(电影)
comment_3051,涉及主题,婚育与母职
comment_3052,表达情感,烦闷
comment_3052,评论对象,代孕者 House of Surrogates(电影)
comment_3052,涉及主题,婚育与母职
comment_3053,表达情感,赞扬
comment_3053,评论对象,代孕者 House of Surrogates(电影)
comment_3053,涉及主题,性别平等与权利
comment_3053,涉及主题,婚育与母职
comment_3053,涉及主题,女性觉醒与独立
comment_3054,表达情感,贬责
comment_3054,评论对象,代孕者 House of Surrogates(电影)
comment_3054,涉及主题,性别平等与权利
comment_3054,涉及主题,婚育与母职
comment_3054,涉及主题,女性觉醒与独立
comment_3055,表达情感,赞扬
comment_3055,评论对象,代孕者 House of Surrogates(电影)
comment_3055,涉及主题,性与性暴力
comment_3055,涉及主题,婚育与母职
comment_3056,表达情感,尊敬
comment_3056,评论对象,代孕者 House of Surrogates(电影)
comment_3056,涉及主题,身体自主与容貌
comment_3057,表达情感,赞扬
comment_3057,评论对象,代孕者 House of Surrogates(电影)
comment_3057,涉及主题,性与性暴力
comment_3057,涉及主题,婚育与母职
comment_3058,表达情感,相信
comment_3058,评论对象,代孕者 House of Surrogates(电影)
comment_3058,涉及主题,婚育与母职
comment_3059,表达情感,赞扬
comment_3059,评论对象,代孕者 House of Surrogates(电影)
comment_3059,涉及主题,性别平等与权利
comment_3059,涉及主题,婚育与母职
comment_3059,涉及主题,身体自主与容貌
comment_3059,涉及主题,女性觉醒与独立
comment_3059,涉及主题,性与性暴力
comment_3060,表达情感,怀疑
comment_3060,评论对象,代孕者 House of Surrogates(电影)
comment_3060,涉及主题,婚育与母职
comment_3061,表达情感,赞扬
comment_3061,评论对象,代孕者 House of Surrogates(电影)
comment_3061,涉及主题,性别平等与权利
comment_3061,涉及主题,婚育与母职
comment_3061,涉及主题,女性觉醒与独立
comment_3061,涉及主题,性与性暴力
comment_3062,表达情感,赞扬
comment_3062,评论对象,代孕者 House of Surrogates(电影)
comment_3062,涉及主题,婚育与母职
comment_3063,表达情感,贬责
comment_3063,评论对象,代孕者 House of Surrogates(电影)
comment_3063,涉及主题,性别平等与权利
comment_3063,涉及主题,婚育与母职
comment_3063,涉及主题,女性觉醒与独立
comment_3063,涉及主题,性与性暴力
comment_3064,表达情感,尊敬
comment_3064,评论对象,我们在这里(电影)
comment_3064,涉及主题,LGBTQ+
comment_3065,表达情感,惊讶
comment_3065,评论对象,我们在这里(电影)
comment_3065,涉及主题,性别平等与权利
comment_3065,涉及主题,女性觉醒与独立
comment_3065,涉及主题,LGBTQ+
comment_3065,涉及主题,性与性暴力
comment_3066,表达情感,赞扬
comment_3066,评论对象,我们在这里(电影)
comment_3066,涉及主题,性别平等与权利
comment_3066,涉及主题,性别歧视与刻板印象
comment_3066,涉及主题,LGBTQ+
comment_3066,涉及主题,性与性暴力
comment_3067,表达情感,赞扬
comment_3067,评论对象,我们在这里(电影)
comment_3067,涉及主题,性别平等与权利
comment_3067,涉及主题,女性觉醒与独立
comment_3067,涉及主题,LGBTQ+
comment_3067,涉及主题,性与性暴力
comment_3068,表达情感,悲伤
comment_3068,评论对象,我们在这里(电影)
comment_3068,涉及主题,性别平等与权利
comment_3068,涉及主题,女性觉醒与独立
comment_3069,表达情感,赞扬
comment_3069,评论对象,我们在这里(电影)
comment_3069,涉及主题,性别平等与权利
comment_3069,涉及主题,女性觉醒与独立
comment_3069,涉及主题,LGBTQ+
comment_3069,涉及主题,性与性暴力
comment_3070,表达情感,赞扬
comment_3070,评论对象,我们在这里(电影)
comment_3070,涉及主题,性别平等与权利
comment_3070,涉及主题,女性觉醒与独立
comment_3070,涉及主题,LGBTQ+
comment_3070,涉及主题,性与性暴力
comment_3071,表达情感,赞扬
comment_3071,评论对象,我们在这里(电影)
comment_3071,涉及主题,性别平等与权利
comment_3071,涉及主题,女性觉醒与独立
comment_3071,涉及主题,LGBTQ+
comment_3071,涉及主题,性与性暴力
comment_3072,表达情感,赞扬
comment_3072,评论对象,我们在这里(电影)
comment_3072,涉及主题,性别平等与权利
comment_3072,涉及主题,LGBTQ+
comment_3072,涉及主题,性与性暴力
comment_3073,表达情感,悲伤
comment_3073,评论对象,一名母亲的三重死亡 Las tres muertes de Marisela Escobedo(电影)
comment_3073,涉及主题,性别平等与权利
comment_3073,涉及主题,女性觉醒与独立
comment_3073,涉及主题,性与性暴力
comment_3074,表达情感,赞扬
comment_3074,评论对象,一名母亲的三重死亡 Las tres muertes de Marisela Escobedo(电影)
comment_3074,涉及主题,性别平等与权利
comment_3074,涉及主题,女性觉醒与独立
comment_3075,表达情感,贬责
comment_3075,评论对象,一名母亲的三重死亡 Las tres muertes de Marisela Escobedo(电影)
comment_3075,涉及主题,性别平等与权利
comment_3075,涉及主题,女性觉醒与独立
comment_3075,涉及主题,性别暴力与家暴
comment_3076,表达情感,相信
comment_3076,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3076,涉及主题,性与性暴力
comment_3077,表达情感,贬责
comment_3077,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3077,涉及主题,性与性暴力
comment_3078,表达情感,悲伤
comment_3078,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3078,涉及主题,性与性暴力
comment_3079,表达情感,贬责
comment_3079,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3079,涉及主题,性与性暴力
comment_3079,涉及主题,身体自主与容貌
comment_3080,表达情感,相信
comment_3080,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3080,涉及主题,性别平等与权利
comment_3080,涉及主题,女性觉醒与独立
comment_3081,表达情感,贬责
comment_3081,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3081,涉及主题,女性主义
comment_3082,表达情感,贬责
comment_3082,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3082,涉及主题,性与性暴力
comment_3083,表达情感,相信
comment_3083,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3083,涉及主题,性别平等与权利
comment_3083,涉及主题,女性觉醒与独立
comment_3083,涉及主题,性与性暴力
comment_3084,表达情感,赞扬
comment_3084,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3084,涉及主题,性与性暴力
comment_3085,表达情感,贬责
comment_3085,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3085,涉及主题,性与性暴力
comment_3086,表达情感,贬责
comment_3086,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3086,涉及主题,性与性暴力
comment_3087,表达情感,赞扬
comment_3087,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3087,涉及主题,性别平等与权利
comment_3087,涉及主题,性与性暴力
comment_3088,表达情感,悲伤
comment_3088,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3088,涉及主题,性与性暴力
comment_3089,表达情感,贬责
comment_3089,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3089,涉及主题,性与性暴力
comment_3090,表达情感,贬责
comment_3090,评论对象,吹哨人：美国体操队性侵丑闻追踪 Athlete A(电影)
comment_3090,涉及主题,性与性暴力
comment_3091,表达情感,赞扬
comment_3091,评论对象,千寻小姐 ちひろさん(电影)
comment_3091,涉及主题,性别平等与权利
comment_3091,涉及主题,女性觉醒与独立
comment_3091,涉及主题,性与性暴力
comment_3092,表达情感,喜爱
comment_3092,评论对象,千寻小姐 ちひろさん(电影)
comment_3092,涉及主题,性与性暴力
comment_3092,涉及主题,性别歧视与刻板印象
comment_3092,涉及主题,父权与男性凝视
comment_3093,表达情感,悲伤
comment_3093,评论对象,千寻小姐 ちひろさん(电影)
comment_3093,涉及主题,性与性暴力
comment_3093,涉及主题,LGBTQ+
comment_3094,表达情感,悲伤
comment_3094,评论对象,千寻小姐 ちひろさん(电影)
comment_3094,涉及主题,性与性暴力
comment_3094,涉及主题,婚育与母职
comment_3095,表达情感,喜爱
comment_3095,评论对象,千寻小姐 ちひろさん(电影)
comment_3095,涉及主题,性与性暴力
comment_3096,表达情感,赞扬
comment_3096,评论对象,千寻小姐 ちひろさん(电影)
comment_3096,涉及主题,性与性暴力
comment_3096,涉及主题,女性情谊与叙事
comment_3097,表达情感,悲伤
comment_3097,评论对象,千寻小姐 ちひろさん(电影)
comment_3097,涉及主题,职场歧视与发展
comment_3098,表达情感,贬责
comment_3098,评论对象,炙热 Parched(电影)
comment_3098,涉及主题,性别平等与权利
comment_3098,涉及主题,性别歧视与刻板印象
comment_3098,涉及主题,女性觉醒与独立
comment_3098,涉及主题,性与性暴力
comment_3098,涉及主题,家务与家庭分工
comment_3099,表达情感,贬责
comment_3099,评论对象,炙热 Parched(电影)
comment_3099,涉及主题,性别平等与权利
comment_3099,涉及主题,性与性暴力
comment_3100,表达情感,赞扬
comment_3100,评论对象,炙热 Parched(电影)
comment_3100,涉及主题,性与性暴力
comment_3100,涉及主题,父权与男性凝视
comment_3101,表达情感,喜好
comment_3101,评论对象,炙热 Parched(电影)
comment_3101,涉及主题,性别平等与权利
comment_3101,涉及主题,女性觉醒与独立
comment_3101,涉及主题,父权与男性凝视
comment_3101,涉及主题,性与性暴力
comment_3102,表达情感,赞扬
comment_3102,评论对象,炙热 Parched(电影)
comment_3102,涉及主题,性别平等与权利
comment_3102,涉及主题,女性觉醒与独立
comment_3102,涉及主题,性与性暴力
comment_3103,表达情感,赞扬
comment_3103,评论对象,炙热 Parched(电影)
comment_3103,涉及主题,性别平等与权利
comment_3103,涉及主题,女性觉醒与独立
comment_3104,表达情感,悲伤
comment_3104,评论对象,炙热 Parched(电影)
comment_3104,涉及主题,性别平等与权利
comment_3104,涉及主题,性别歧视与刻板印象
comment_3104,涉及主题,女性觉醒与独立
comment_3104,涉及主题,性与性暴力
comment_3105,表达情感,慌
comment_3105,评论对象,炙热 Parched(电影)
comment_3105,涉及主题,性别平等与权利
comment_3105,涉及主题,女性觉醒与独立
comment_3106,表达情感,赞扬
comment_3106,评论对象,炙热 Parched(电影)
comment_3106,涉及主题,性别平等与权利
comment_3106,涉及主题,性别歧视与刻板印象
comment_3106,涉及主题,女性觉醒与独立
comment_3106,涉及主题,性与性暴力
comment_3107,表达情感,烦闷
comment_3107,评论对象,炙热 Parched(电影)
comment_3107,涉及主题,性别平等与权利
comment_3107,涉及主题,女性觉醒与独立
comment_3108,表达情感,贬责
comment_3108,评论对象,炙热 Parched(电影)
comment_3108,涉及主题,性与性暴力
comment_3108,涉及主题,女性情谊与叙事
comment_3109,表达情感,赞扬
comment_3109,评论对象,炙热 Parched(电影)
comment_3109,涉及主题,性别平等与权利
comment_3109,涉及主题,女性觉醒与独立
comment_3109,涉及主题,性与性暴力
comment_3110,表达情感,贬责
comment_3110,评论对象,炙热 Parched(电影)
comment_3110,涉及主题,性别平等与权利
comment_3110,涉及主题,女性觉醒与独立
comment_3110,涉及主题,性与性暴力
comment_3111,表达情感,恐惧
comment_3111,评论对象,炙热 Parched(电影)
comment_3111,涉及主题,性别平等与权利
comment_3111,涉及主题,女性觉醒与独立
comment_3111,涉及主题,性与性暴力
comment_3112,表达情感,悲伤
comment_3112,评论对象,炙热 Parched(电影)
comment_3112,涉及主题,性别平等与权利
comment_3112,涉及主题,女性觉醒与独立
comment_3112,涉及主题,性与性暴力
comment_3113,表达情感,相信
comment_3113,评论对象,炙热 Parched(电影)
comment_3113,涉及主题,性别平等与权利
comment_3113,涉及主题,女性觉醒与独立
comment_3113,涉及主题,性与性暴力
comment_3114,表达情感,赞扬
comment_3114,评论对象,炙热 Parched(电影)
comment_3114,涉及主题,家务与家庭分工
comment_3115,表达情感,悲伤
comment_3115,评论对象,黑皮书 Zwartboek(电影)
comment_3115,涉及主题,性与性暴力
comment_3115,涉及主题,婚育与母职
comment_3116,表达情感,相信
comment_3116,评论对象,重返·狼群(电影)
comment_3116,涉及主题,性与性暴力
comment_3116,涉及主题,性别歧视与刻板印象
comment_3117,表达情感,尊敬
comment_3117,评论对象,送我上青云(电影)
comment_3117,涉及主题,性别平等与权利
comment_3117,涉及主题,女性觉醒与独立
comment_3117,涉及主题,性与性暴力
comment_3118,表达情感,贬责
comment_3118,评论对象,送我上青云(电影)
comment_3118,涉及主题,性与性暴力
comment_3118,涉及主题,性别歧视与刻板印象
comment_3119,表达情感,赞扬
comment_3119,评论对象,送我上青云(电影)
comment_3119,涉及主题,性与性暴力
comment_3119,涉及主题,父权与男性凝视
comment_3119,涉及主题,女性情谊与叙事
comment_3120,表达情感,尊敬
comment_3120,评论对象,送我上青云(电影)
comment_3120,涉及主题,性别平等与权利
comment_3120,涉及主题,女性觉醒与独立
comment_3120,涉及主题,性与性暴力
comment_3121,表达情感,赞扬
comment_3121,评论对象,送我上青云(电影)
comment_3121,涉及主题,性别平等与权利
comment_3121,涉及主题,性与性暴力
comment_3122,表达情感,贬责
comment_3122,评论对象,送我上青云(电影)
comment_3122,涉及主题,性与性暴力
comment_3122,涉及主题,父权与男性凝视
comment_3123,表达情感,赞扬
comment_3123,评论对象,送我上青云(电影)
comment_3123,涉及主题,职场歧视与发展
comment_3123,涉及主题,性与性暴力
comment_3124,表达情感,贬责
comment_3124,评论对象,送我上青云(电影)
comment_3124,涉及主题,性别平等与权利
comment_3124,涉及主题,性与性暴力
comment_3125,表达情感,赞扬
comment_3125,评论对象,送我上青云(电影)
comment_3125,涉及主题,性与性暴力
comment_3125,涉及主题,女性情谊与叙事
comment_3126,表达情感,贬责
comment_3126,评论对象,送我上青云(电影)
comment_3126,涉及主题,性别平等与权利
comment_3126,涉及主题,女性觉醒与独立
comment_3127,表达情感,赞扬
comment_3127,评论对象,送我上青云(电影)
comment_3127,涉及主题,性别平等与权利
comment_3127,涉及主题,女性觉醒与独立
comment_3127,涉及主题,女性情谊与叙事
comment_3127,涉及主题,性与性暴力
comment_3128,表达情感,赞扬
comment_3128,评论对象,送我上青云(电影)
comment_3128,涉及主题,性别平等与权利
comment_3128,涉及主题,性与性暴力
comment_3129,表达情感,贬责
comment_3129,评论对象,送我上青云(电影)
comment_3129,涉及主题,性别平等与权利
comment_3129,涉及主题,女性觉醒与独立
comment_3129,涉及主题,父权与男性凝视
comment_3129,涉及主题,性与性暴力
comment_3130,表达情感,赞扬
comment_3130,评论对象,送我上青云(电影)
comment_3130,涉及主题,性与性暴力
comment_3131,表达情感,贬责
comment_3131,评论对象,送我上青云(电影)
comment_3131,涉及主题,性与性暴力
comment_3131,涉及主题,父权与男性凝视
comment_3132,表达情感,贬责
comment_3132,评论对象,送我上青云(电影)
comment_3132,涉及主题,性与性暴力
comment_3132,涉及主题,性别歧视与刻板印象
comment_3133,表达情感,贬责
comment_3133,评论对象,送我上青云(电影)
comment_3133,涉及主题,性别平等与权利
comment_3133,涉及主题,女性觉醒与独立
comment_3133,涉及主题,性与性暴力
comment_3134,表达情感,赞扬
comment_3134,评论对象,我仍在此 Ainda estou aqui(电影)
comment_3134,涉及主题,女性主义
comment_3135,表达情感,赞扬
comment_3135,评论对象,我仍在此 Ainda estou aqui(电影)
comment_3135,涉及主题,性别平等与权利
comment_3135,涉及主题,性与性暴力
comment_3136,表达情感,赞扬
comment_3136,评论对象,我仍在此 Ainda estou aqui(电影)
comment_3136,涉及主题,性别平等与权利
comment_3136,涉及主题,女性觉醒与独立
comment_3137,表达情感,赞扬
comment_3137,评论对象,我仍在此 Ainda estou aqui(电影)
comment_3137,涉及主题,性别平等与权利
comment_3137,涉及主题,婚育与母职
comment_3137,涉及主题,女性觉醒与独立
comment_3138,表达情感,贬责
comment_3138,评论对象,我仍在此 Ainda estou aqui(电影)
comment_3138,涉及主题,女性情谊与叙事
comment_3138,涉及主题,性别暴力与家暴
comment_3139,表达情感,赞扬
comment_3139,评论对象,柯莱特 Colette(电影)
comment_3139,涉及主题,性别平等与权利
comment_3139,涉及主题,女性觉醒与独立
comment_3139,涉及主题,LGBTQ+
comment_3140,表达情感,赞扬
comment_3140,评论对象,柯莱特 Colette(电影)
comment_3140,涉及主题,性与性暴力
comment_3140,涉及主题,婚育与母职
comment_3141,表达情感,赞扬
comment_3141,评论对象,柯莱特 Colette(电影)
comment_3141,涉及主题,性别平等与权利
comment_3141,涉及主题,女性觉醒与独立
comment_3141,涉及主题,性与性暴力
comment_3142,表达情感,赞扬
comment_3142,评论对象,柯莱特 Colette(电影)
comment_3142,涉及主题,性别平等与权利
comment_3143,表达情感,恐惧
comment_3143,评论对象,柯莱特 Colette(电影)
comment_3143,涉及主题,性别平等与权利
comment_3143,涉及主题,女性觉醒与独立
comment_3144,表达情感,赞扬
comment_3144,评论对象,柯莱特 Colette(电影)
comment_3144,涉及主题,性别平等与权利
comment_3144,涉及主题,性与性暴力
comment_3145,表达情感,贬责
comment_3145,评论对象,柯莱特 Colette(电影)
comment_3145,涉及主题,性别歧视与刻板印象
comment_3146,表达情感,赞扬
comment_3146,评论对象,柯莱特 Colette(电影)
comment_3146,涉及主题,性与性暴力
comment_3146,涉及主题,婚育与母职
comment_3147,表达情感,赞扬
comment_3147,评论对象,柯莱特 Colette(电影)
comment_3147,涉及主题,性别平等与权利
comment_3147,涉及主题,女性觉醒与独立
comment_3147,涉及主题,性与性暴力
comment_3148,表达情感,赞扬
comment_3148,评论对象,柯莱特 Colette(电影)
comment_3148,涉及主题,性别平等与权利
comment_3148,涉及主题,性与性暴力
comment_3149,表达情感,贬责
comment_3149,评论对象,柯莱特 Colette(电影)
comment_3149,涉及主题,性别平等与权利
comment_3149,涉及主题,女性觉醒与独立
comment_3149,涉及主题,身体自主与容貌
comment_3150,表达情感,赞扬
comment_3150,评论对象,柯莱特 Colette(电影)
comment_3150,涉及主题,性别平等与权利
comment_3150,涉及主题,女性觉醒与独立
comment_3150,涉及主题,性与性暴力
comment_3151,表达情感,赞扬
comment_3151,评论对象,柯莱特 Colette(电影)
comment_3151,涉及主题,性别平等与权利
comment_3151,涉及主题,女性觉醒与独立
comment_3151,涉及主题,性与性暴力
comment_3152,表达情感,赞扬
comment_3152,评论对象,柯莱特 Colette(电影)
comment_3152,涉及主题,性别平等与权利
comment_3152,涉及主题,婚育与母职
comment_3152,涉及主题,女性觉醒与独立
comment_3152,涉及主题,性与性暴力
comment_3153,表达情感,赞扬
comment_3153,评论对象,柯莱特 Colette(电影)
comment_3153,涉及主题,婚育与母职
comment_3154,表达情感,惊讶
comment_3154,评论对象,柯莱特 Colette(电影)
comment_3154,涉及主题,性别平等与权利
comment_3154,涉及主题,女性觉醒与独立
comment_3154,涉及主题,性与性暴力
comment_3155,表达情感,烦闷
comment_3155,评论对象,玫瑰人生 La Môme(电影)
comment_3155,涉及主题,性与性暴力
comment_3155,涉及主题,父权与男性凝视
comment_3156,表达情感,烦闷
comment_3156,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3156,涉及主题,性别平等与权利
comment_3156,涉及主题,婚育与母职
comment_3156,涉及主题,性与性暴力
comment_3157,表达情感,贬责
comment_3157,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3157,涉及主题,性别平等与权利
comment_3157,涉及主题,婚育与母职
comment_3157,涉及主题,父权与男性凝视
comment_3157,涉及主题,性与性暴力
comment_3158,表达情感,赞扬
comment_3158,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3158,涉及主题,性与性暴力
comment_3158,涉及主题,婚育与母职
comment_3158,涉及主题,身体自主与容貌
comment_3159,表达情感,赞扬
comment_3159,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3159,涉及主题,性别平等与权利
comment_3159,涉及主题,婚育与母职
comment_3159,涉及主题,性与性暴力
comment_3160,表达情感,赞扬
comment_3160,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3160,涉及主题,性与性暴力
comment_3160,涉及主题,婚育与母职
comment_3161,表达情感,贬责
comment_3161,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3161,涉及主题,性别歧视与刻板印象
comment_3161,涉及主题,性与性暴力
comment_3161,涉及主题,婚育与母职
comment_3162,表达情感,贬责
comment_3162,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3162,涉及主题,性与性暴力
comment_3162,涉及主题,婚育与母职
comment_3163,表达情感,赞扬
